REPORT NUMBER,DATE,TIME,OFFENSE,ADDRESS
201600209,1/6/2016,1948,THEFT FROM VEHICLE,600 BLK COBBLESTONE CIR
201600211,1/6/2016,2006,ANNOYING PHONE CALLS,2100 BLK RESERVE WAY
201600212,1/6/2016,2018,SHOPLIFTING,900 BLK J CLYDE MORRIS BLVD
201650178,1/6/2016,2111,DRUG/NARCOTICS OFFENSES,200 BLK E I 64
201650179,1/6/2016,2118,SIMPLE ASSAULT,800 BLK LIPTON DR
201650179,1/6/2016,2118,NEGLECT CHILD,800 BLK LIPTON DR
201600213,1/6/2016,2142,DAMAGE PROPERTY,15400 BLK WARWICK BLVD
201650180,1/6/2016,2240,LARCENY,0 BLK ROUVALIS CIR
201650177,1/6/2016,2315,WEAPON OFFENSE,600 BLK RIVER BEND CT
201650177,1/6/2016,2315,ROBBERY,600 BLK RIVER BEND CT
201650181,1/6/2016,2316,VEHICLE THEFT,1200 BLK 24TH ST
201650184,1/7/2016,0144,DRUG/NARCOTICS OFFENSES,CURTIS TIGNOR RD / WARWICK BLVD
201600215,1/7/2016,0300,DRUG/NARCOTICS OFFENSES,COLONY RD / WARWICK BLVD
201650185,1/7/2016,0411,SIMPLE ASSAULT,300 BLK TROY DR
201650186,1/7/2016,0415,ALL OTHER OFFENSES,12000 BLK JEFFERSON AVE
201600216,1/7/2016,0647,VEHICLE THEFT,1300 BLK 23RD ST
201650187,1/7/2016,0706,DAMAGE PROPERTY,800 BLK PELHAM DR
201650187,1/7/2016,0706,WEAPON OFFENSE,800 BLK PELHAM DR
201600217,1/7/2016,0805,CPS REFERRAL,1700 BLK WOODBRIDGE DR
201650188,1/7/2016,0838,BURGLARY/B & E,7900 BLK ORCUTT AVE
201600218,1/7/2016,0847,CPS REFERRAL,400 BLK INDUSTRIAL PARK DR
201600237,1/7/2016,0849,DRUG/NARCOTICS OFFENSES,300 BLK ST THOMAS DR
201600220,1/7/2016,0909,THEFT FROM VEHICLE,0 BLK MIDDLESEX RD
201600222,1/7/2016,0919,THEFT FROM VEHICLE,0 BLK SAYBROOKE CT
201600223,1/7/2016,0921,VEHICLE THEFT,2100 BLK OAK AVE
201600224,1/7/2016,0944,DAMAGE PROPERTY,200 BLK KINGSMAN DR
201600224,1/7/2016,0944,TAMPERING WITH AUTO,200 BLK KINGSMAN DR
201650193,1/7/2016,0947,WEAPON OFFENSE,14300 BLK OLD COURTHOUSE WAY
201600225,1/7/2016,0956,DAMAGE PROPERTY,800 BLK 33RD ST
201600226,1/7/2016,1021,EMBEZZLE,11000 BLK WARWICK BLVD
201650190,1/7/2016,1024,DECEASED PERSON,1000 BLK 77TH ST
201650191,1/7/2016,1044,INTIMIDATION,200 BLK 25TH ST
201600228,1/7/2016,1045,THEFT FROM VEHICLE,0 BLK MIDDLESEX RD
201600269,1/7/2016,1100,SIMPLE ASSAULT,400 BLK ATKINSON WAY
201650192,1/7/2016,1105,SHOPLIFTING,12400 BLK JEFFERSON AVE
201600230,1/7/2016,1110,VEHICLE THEFT,500 BLK SANDSTONE CT
201600232,1/7/2016,1127,TAMPERING WITH AUTO,0 BLK SAYBROOKE CT
201650195,1/7/2016,1143,OVERDOSE,14500 BLK OLD COURTHOUSE WAY
201650194,1/7/2016,1201,FORCIBLE SODOMY,1500 BLK HARBOR RD
201650196,1/7/2016,1221,SIMPLE ASSAULT,13200 BLK AQUEDUCT DR
201600234,1/7/2016,1234,THEFT FROM VEHICLE,300 BLK CHARLES ST
201600236,1/7/2016,1248,FRAUD/FALSE PRETENSES/SWINDLE,600 BLK THIMBLE SHOALS BLVD
201650198,1/7/2016,1311,DAMAGE PROPERTY,100 BLK LANDS END LN
201650198,1/7/2016,1311,SIMPLE ASSAULT,100 BLK LANDS END LN
201600238,1/7/2016,1337,VEHICLE THEFT,500 BLK LIVE OAK LN
201650189,1/7/2016,1400,SUICIDE,800 BLK DUSK CT
201650189,1/7/2016,1400,SIMPLE ASSAULT,800 BLK DUSK CT
201650200,1/7/2016,1439,SIMPLE ASSAULT,600 BLK 35TH ST
201650201,1/7/2016,1500,LARCENY,900 BLK J CLYDE MORRIS BLVD
201600242,1/7/2016,1512,THEFT FROM BUILDING,12500 BLK WARWICK BLVD
201600244,1/7/2016,1545,LARCENY,600 BLK ADAMS DR
201600245,1/7/2016,1546,LEAVING THE SCENE,900 BLK FOREST LAKE CT
201600272,1/7/2016,1605,FRAUD - IMPERSONATE,600 BLK 27TH ST
201600247,1/7/2016,1620,LEAVING THE SCENE,200 BLK ENTERPRISE DR
201600248,1/7/2016,1630,DAMAGE PROPERTY,400 BLK MANOR RD
201600249,1/7/2016,1641,FRAUD/FALSE PRETENSES/SWINDLE,13600 BLK WARWICK BLVD
201650202,1/7/2016,1707,BURGLARY/B & E,100 BLK SUN HAVEN CT
201600250,1/7/2016,1757,LARCENY,13100 BLK JEFFERSON AVE
201600251,1/7/2016,1815,LEAVING THE SCENE,100 BLK RIVERMONT DR
201650205,1/7/2016,1848,NEGLECT CHILD,800 BLK SUNDOWN LN
201600252,1/7/2016,1929,THEFT FROM BUILDING,100 BLK HARWOOD DR
201650212,1/7/2016,2025,DRUG/NARCOTICS OFFENSES,0 BLK TRAVERSE RD
201600254,1/7/2016,2107,ANNOYING PHONE CALLS,100 BLK RIVER MEWS DR
201650206,1/7/2016,2115,BURGLARY/B & E,200 BLK TROY DR
201650210,1/7/2016,2128,WEAPON OFFENSE,13200 BLK AQUEDUCT DR
201650210,1/7/2016,2128,DRUG/NARCOTICS OFFENSES,13200 BLK AQUEDUCT DR
201650207,1/7/2016,2131,ROBBERY,700 BLK J CLYDE MORRIS BLVD
201650203,1/7/2016,2157,BURGLARY/B & E,700 BLK 31ST ST
201650209,1/7/2016,2250,BURGLARY/B & E,400 BLK GOOSE CIR
201650211,1/7/2016,2252,DRUG/NARCOTICS OFFENSES,OLD COURTHOUSE WAY / WARWICK BLVD
201600257,1/7/2016,2316,CURFEW,100 BLK 34TH ST
201600258,1/7/2016,2324,CURFEW,100 BLK 34TH ST
201600259,1/7/2016,2329,CURFEW,100 BLK 34TH ST
201600260,1/7/2016,2336,CURFEW,100 BLK 34TH ST
201600262,1/8/2016,0009,DRUG/NARCOTICS OFFENSES,25TH ST / ROANOKE AVE
201600262,1/8/2016,0009,DRUG EQUIPMENT - POSSESS,25TH ST / ROANOKE AVE
201650215,1/8/2016,0246,ROBBERY,1400 BLK KILN CREEK PKWY
201650213,1/8/2016,0300,SIMPLE ASSAULT,1100 BLK 23RD ST
201650217,1/8/2016,0608,SIMPLE ASSAULT,900 BLK MONITOR CT
201600263,1/8/2016,0725,VEHICLE THEFT,2300 BLK JEFFERSON AVE
201600264,1/8/2016,0752,VEHICLE THEFT,0 BLK POPLAR AVE
201600270,1/8/2016,0806,NEGLECT CHILD,0 BLK HIDEN BLVD
201650218,1/8/2016,0816,LEAVING THE SCENE,3500 BLK ORCUTT AVE
201600266,1/8/2016,0855,THEFT FROM VEHICLE,200 BLK HERMAN MELVILLE AVE
201600267,1/8/2016,0900,NEGLECT CHILD,600 BLK 18TH ST
201600268,1/8/2016,0912,LARCENY,1500 BLK ROLFE PL
201650219,1/8/2016,0945,BURGLARY/B & E,600 BLK BLANTON DR
201600271,1/8/2016,1105,LARCENY,0 BLK TYLER AVE
201650221,1/8/2016,1111,SIMPLE ASSAULT,900 BLK 11TH ST
201600273,1/8/2016,1201,FRAUD - IMPERSONATE,6300 BLK TIVOLI PL
201600275,1/8/2016,1220,INTIMIDATION,6100 BLK JEFFERSON AVE
201600276,1/8/2016,1233,FRAUD - IMPERSONATE,400 BLK CROSSINGS CT
201650222,1/8/2016,1247,LARCENY,7400 BLK JARVIS PL
201600278,1/8/2016,1257,SHOPLIFTING,300 BLK OYSTER POINT RD
201650224,1/8/2016,1309,WEAPON OFFENSE,28TH ST / ROANOKE AVE
201650224,1/8/2016,1309,DAMAGE PROPERTY,28TH ST / ROANOKE AVE
201600281,1/8/2016,1432,SHOPLIFTING,300 BLK OYSTER POINT RD
201650227,1/8/2016,1433,SIMPLE ASSAULT,100 BLK RANCH DR
201650226,1/8/2016,1434,BURGLARY/B & E,100 BLK SHADY TER
201650228,1/8/2016,1441,SIMPLE ASSAULT,500 BLK CATINA WAY
201650228,1/8/2016,1441,DAMAGE PROPERTY,500 BLK CATINA WAY
201600282,1/8/2016,1456,DAMAGE PROPERTY,100 BLK LONG BRIDGE WAY
201650229,1/8/2016,1503,SIMPLE ASSAULT,5000 BLK RESERVE WAY
201650243,1/8/2016,1514,STOLEN PROPERTY OFFENSES,700 BLK 31ST ST
201600284,1/8/2016,1526,THEFT FROM VEHICLE,100 BLK WRECK SHOAL DR
201600285,1/8/2016,1538,INTIMIDATION,100 BLK ENTERPRISE DR
201650231,1/8/2016,1606,SIMPLE ASSAULT,6100 BLK JEFFERSON AVE
201650232,1/8/2016,1611,DAMAGE PROPERTY,0 BLK EVERETT DR
201600287,1/8/2016,1615,THEFT FROM VEHICLE,300 BLK WOODHAVEN RD
201600287,1/8/2016,1615,LARCENY,300 BLK WOODHAVEN RD
201600288,1/8/2016,1630,VEHICLE THEFT,32ND ST / HUNTINGTON AVE
201650233,1/8/2016,1649,BURGLARY/B & E,100 BLK TIDAL DR
201650230,1/8/2016,1650,BURGLARY/B & E,800 BLK 30TH ST
201600289,1/8/2016,1704,FRAUD - IMPERSONATE,500 BLK OSCAR LOOP
201600290,1/8/2016,1723,LARCENY,1300 BLK 24TH ST
201650234,1/8/2016,1748,DAMAGE PROPERTY,200 BLK HAWSER BEND
201650236,1/8/2016,1754,ROBBERY,12600 BLK MCMANUS BLVD
201650236,1/8/2016,1754,WEAPON OFFENSE,12600 BLK MCMANUS BLVD
201650235,1/8/2016,1754,JUVENILE - RUNAWAY,300 BLK MAJESTIC CT
201650245,1/8/2016,1757,DRUG/NARCOTICS OFFENSES,800 BLK 29TH ST
201600291,1/8/2016,1807,INTIMIDATION,6200 BLK HILMAR PL
201600292,1/8/2016,1811,UNAUTHORIZED USE OF VEHICLE,1100 BLK 17TH ST
201650237,1/8/2016,1844,LARCENY,100 BLK RIVER TRACE WAY
201650239,1/8/2016,1920,LARCENY,3600 BLK WASHINGTON AVE
201600294,1/8/2016,1934,VEHICLE THEFT,300 BLK PEAR RIDGE CIR
201600295,1/8/2016,1942,VEHICLE THEFT,2300 BLK RESERVE WAY
201600295,1/8/2016,1942,THEFT PARTS FROM VEHICLE,2300 BLK RESERVE WAY
201650240,1/8/2016,1958,AGGRAVATED ASSAULT,26TH ST / JEFFERSON AVE
201600296,1/8/2016,2037,VEHICLE THEFT,1700 BLK POPLAR AVE
201650241,1/8/2016,2054,LEAVING THE SCENE,J CLYDE MORRIS BLVD / JEFFERSON AVE
201650242,1/8/2016,2103,SIMPLE ASSAULT,1400 BLK VENTURA WAY
201650247,1/8/2016,2122,DRUG/NARCOTICS OFFENSES,36TH ST / WICKHAM AVE
201650244,1/8/2016,2136,WEAPON OFFENSE,1000 BLK OMNI BLVD
201650238,1/8/2016,2304,WEAPON OFFENSE,900 BLK FOREST LAKE CT
201650238,1/8/2016,2304,AGGRAVATED ASSAULT,900 BLK FOREST LAKE CT
201650246,1/8/2016,2333,BURGLARY/B & E,100 BLK KERLIN RD
201600305,1/8/2016,2335,DRUG/NARCOTICS OFFENSES,MENCHVILLE RD / WARWICK BLVD
201650248,1/9/2016,0047,ROBBERY,300 BLK HICKORY POINT BLVD
201650248,1/9/2016,0047,WEAPON OFFENSE,300 BLK HICKORY POINT BLVD
201650249,1/9/2016,0155,DAMAGE PROPERTY,0 BLK TRAVERSE RD
201650249,1/9/2016,0155,SIMPLE ASSAULT,0 BLK TRAVERSE RD
201600299,1/9/2016,0222,SHOPLIFTING,900 BLK J CLYDE MORRIS BLVD
201650250,1/9/2016,0225,BURGLARY/B & E,100 BLK SAYBROOKE CT
201600300,1/9/2016,0235,THEFT FROM VEHICLE,900 BLK J CLYDE MORRIS BLVD
201600301,1/9/2016,0251,DRUG/NARCOTICS OFFENSES,200 BLK 25TH ST
201600302,1/9/2016,0428,DRUG/NARCOTICS OFFENSES,300 BLK HICKORY POINT BLVD
201600303,1/9/2016,0429,LARCENY,900 BLK J CLYDE MORRIS BLVD
201600304,1/9/2016,0514,DAMAGE PROPERTY,400 BLK MANOR RD
201650252,1/9/2016,0540,WEAPON OFFENSE,1100 BLK 23RD ST
201650252,1/9/2016,0540,AGGRAVATED ASSAULT,1100 BLK 23RD ST
201650251,1/9/2016,0613,SIMPLE ASSAULT,2800 BLK WEST AVE
201650254,1/9/2016,0742,DAMAGE PROPERTY,0 BLK GUENEVERE CT
201650253,1/9/2016,0749,SIMPLE ASSAULT,800 BLK 35TH ST
201650255,1/9/2016,0816,SIMPLE ASSAULT,400 BLK HUSTINGS LN
201600308,1/9/2016,0953,INTIMIDATION,100 BLK BASSWOOD DR
201650258,1/9/2016,1016,FORCIBLE SODOMY,9700 BLK JEFFERSON AVE
201650256,1/9/2016,1017,SIMPLE ASSAULT,100 BLK HERMAN MELVILLE AVE
201650257,1/9/2016,1029,SHOPLIFTING,3600 BLK WASHINGTON AVE
201600309,1/9/2016,1056,DAMAGE PROPERTY,100 BLK WOODLAND DR
201650259,1/9/2016,1123,AGGRAVATED ASSAULT,3300 BLK CHESTNUT AVE
201600311,1/9/2016,1128,LARCENY,300 BLK HIDENWOOD DR
201650260,1/9/2016,1137,BURGLARY/B & E,400 BLK TURLINGTON RD
201600312,1/9/2016,1210,SIMPLE ASSAULT,300 BLK HIDENWOOD DR
201600313,1/9/2016,1234,LARCENY,300 BLK HIDENWOOD DR
201600316,1/9/2016,1348,EXTORT,100 BLK HERMAN MELVILLE AVE
201650261,1/9/2016,1430,LARCENY,500 BLK BLAND BLVD
201600317,1/9/2016,1432,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12300 BLK JEFFERSON AVE
201600318,1/9/2016,1432,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12900 BLK WARWICK BLVD
201650262,1/9/2016,1447,SIMPLE ASSAULT,600 BLK 43RD ST
201650263,1/9/2016,1447,SIMPLE ASSAULT,1100 BLK N GREEN DR
201600322,1/9/2016,1551,ANNOYING PHONE CALLS,100 BLK LANDMARK CT
201600325,1/9/2016,1620,VEHICLE THEFT,500 BLK ADAMS DR
201600328,1/9/2016,1653,LARCENY,12700 BLK JEFFERSON AVE
201650265,1/9/2016,1802,LEAVING THE SCENE,FREEDOM WAY / JEFFERSON AVE
201650266,1/9/2016,1805,SHOPLIFTING,12400 BLK JEFFERSON AVE
201600330,1/9/2016,1816,LARCENY,0 BLK GOLDSMITH PL
201650269,1/9/2016,2006,LARCENY,12100 BLK JEFFERSON AVE
201650278,1/9/2016,2012,AGGRAVATED ASSAULT,14500 BLK JEFFERSON AVE
201650278,1/9/2016,2012,HIT AND RUN,14500 BLK JEFFERSON AVE
201650268,1/9/2016,2113,DRUG/NARCOTICS OFFENSES,2200 BLK JEFFERSON AVE
201650264,1/9/2016,2128,LARCENY,6100 BLK JEFFERSON AVE
201650264,1/9/2016,2128,DRUG/NARCOTICS OFFENSES,6100 BLK JEFFERSON AVE
201650272,1/9/2016,2129,SIMPLE ASSAULT,6200 BLK RESERVE WAY
201650272,1/9/2016,2129,LARCENY,6200 BLK RESERVE WAY
201650273,1/9/2016,2139,BURGLARY/B & E,13300 BLK DE WALD CIR
201650274,1/9/2016,2220,SUICIDE,100 BLK JOHN ROLFE DR
201650276,1/9/2016,2322,BURGLARY/B & E,800 BLK PAUL ST
201650270,1/9/2016,2342,BURGLARY/B & E,7200 BLK BELVEDERE DR
201600331,1/10/2016,0029,FORGERY/COUNTERFEITING,5000 BLK MERCURY BLVD
201650277,1/10/2016,0038,DAMAGE PROPERTY,500 BLK DIPLOMAT CT
201650280,1/10/2016,0048,SIMPLE ASSAULT,1200 BLK 27TH ST
201650275,1/10/2016,0145,LARCENY,1000 BLK 36TH ST
201650279,1/10/2016,0200,AGGRAVATED ASSAULT,2200 BLK MARSHALL AVE
201600333,1/10/2016,0558,DAMAGE PROPERTY,800 BLK CHEYENNE DR
201650282,1/10/2016,0650,THEFT FROM VEHICLE,0 BLK GREAT OAK CIR
201650283,1/10/2016,0810,LARCENY,12800 BLK JEFFERSON AVE
201600334,1/10/2016,0824,VEHICLE THEFT,800 BLK BALTHROPE RD
201600334,1/10/2016,0824,THEFT FROM VEHICLE,800 BLK BALTHROPE RD
201600335,1/10/2016,0918,LARCENY,12900 BLK GEORGIA CT
201600336,1/10/2016,0931,VEHICLE THEFT,300 BLK LEES MILL DR
201600336,1/10/2016,0931,THEFT FROM VEHICLE,300 BLK LEES MILL DR
201650284,1/10/2016,0943,DAMAGE PROPERTY,600 BLK DRESDEN DR
201600337,1/10/2016,1042,VEHICLE THEFT,0 BLK MAPLE AVE
201650286,1/10/2016,1043,BURGLARY/B & E,900 BLK HARPERSVILLE RD
201650285,1/10/2016,1058,SHOPLIFTING,6100 BLK JEFFERSON AVE
201600338,1/10/2016,1137,LEAVING THE SCENE,300 BLK RIVERS RIDGE CIR
201600339,1/10/2016,1139,THEFT FROM VEHICLE,0 BLK FAUQUIER PL
201650287,1/10/2016,1304,LARCENY,100 BLK ALAN DR
201600340,1/10/2016,1344,TAMPERING WITH AUTO,0 BLK GREAT OAK CIR
201600341,1/10/2016,1426,THEFT FROM VEHICLE,0 BLK BOSTON CV
201650290,1/10/2016,1500,SIMPLE ASSAULT,1000 BLK 35TH ST
201650290,1/10/2016,1500,WEAPON OFFENSE,1000 BLK 35TH ST
201600343,1/10/2016,1553,THEFT PARTS FROM VEHICLE,500 BLK LOGAN PL
201600344,1/10/2016,1629,LARCENY,12400 BLK JEFFERSON AVE
201600345,1/10/2016,1706,THEFT FROM VEHICLE,100 BLK RIPON WAY
201650289,1/10/2016,1710,SIMPLE ASSAULT,0 BLK MIDDLESEX RD
201650295,1/10/2016,1735,SIMPLE ASSAULT,500 BLK CORAL CT
201650297,1/10/2016,1818,DAMAGE PROPERTY,100 BLK RIVERMONT DR
201650293,1/10/2016,1828,SIMPLE ASSAULT,800 BLK JACK SHAVER DR
201650294,1/10/2016,1831,BURGLARY/B & E,300 BLK CHESAPEAKE AVE
201650298,1/10/2016,1832,LARCENY,3200 BLK RESERVE WAY
201650298,1/10/2016,1832,SIMPLE ASSAULT,3200 BLK RESERVE WAY
201650296,1/10/2016,1840,DAMAGE PROPERTY,1100 BLK COUNTRY CLUB RD
201600347,1/10/2016,1849,LEAVING THE SCENE,0 BLK ORCHARD CIR
201600441,1/10/2016,1900,NEGLECT CHILD,13200 BLK WARWICK BLVD
201600348,1/10/2016,1912,SHOPLIFTING,11200 BLK JEFFERSON AVE
201600349,1/10/2016,1928,DAMAGE PROPERTY,0 BLK MUSEUM DR
201600350,1/10/2016,1934,THEFT FROM VEHICLE,12000 BLK JEFFERSON AVE
201650301,1/10/2016,1939,DAMAGE PROPERTY,0 BLK CLAY DR
201650301,1/10/2016,1939,SIMPLE ASSAULT,0 BLK CLAY DR
201600352,1/10/2016,2001,DRUG/NARCOTICS OFFENSES,11800 BLK JEFFERSON AVE
201650302,1/10/2016,2011,SIMPLE ASSAULT,400 BLK ORIANA RD
201600351,1/10/2016,2035,VEHICLE THEFT,200 BLK MILL RUN CT
201650303,1/10/2016,2048,THEFT FROM VEHICLE,COBBLESTONE CIR / STONEY CREEK LN
201650304,1/10/2016,2141,LEAVING THE SCENE,CANON BLVD / THIMBLE SHOALS BLVD
201650305,1/10/2016,2145,WEAPON OFFENSE,1100 BLK 74TH ST
201650305,1/10/2016,2145,DAMAGE PROPERTY,1100 BLK 74TH ST
201600353,1/10/2016,2318,DAMAGE PROPERTY,0 BLK DORSEY RD
201600353,1/10/2016,2318,WEAPON OFFENSE,0 BLK DORSEY RD
201600355,1/10/2016,2342,FRAUD - IMPERSONATE,900 BLK J CLYDE MORRIS BLVD
201650307,1/11/2016,0009,SIMPLE ASSAULT,500 BLK BLUE POINT TER
201650306,1/11/2016,0040,FRAUD - IMPERSONATE,32ND ST / MARSHALL AVE
201650308,1/11/2016,0108,DRUG/NARCOTICS OFFENSES,1000 BLK OMNI BLVD
201600356,1/11/2016,0355,DAMAGE PROPERTY,600 BLK MCLAW DR
201650281,1/11/2016,0600,DAMAGE PROPERTY,1300 BLK ROANOKE AVE
201650281,1/11/2016,0600,SIMPLE ASSAULT,1300 BLK ROANOKE AVE
201650281,1/11/2016,0600,THEFT PARTS FROM VEHICLE,1300 BLK ROANOKE AVE
201650310,1/11/2016,0615,AGGRAVATED ASSAULT,11100 BLK TARRYTOWN CT
201650309,1/11/2016,0644,SIMPLE ASSAULT,200 BLK TROY PL
201600357,1/11/2016,0725,LEAVING THE SCENE,200 BLK LOCHAVEN DR
201600358,1/11/2016,0832,FRAUD-ILLEGAL USE CREDIT CARD/ATM,300 BLK CHATHAM DR
201600359,1/11/2016,0839,DAMAGE PROPERTY,1000 BLK 78TH ST
201600359,1/11/2016,0839,THEFT FROM VEHICLE,1000 BLK 78TH ST
201600361,1/11/2016,0908,TAMPERING WITH AUTO,300 BLK HILLTOP DR
201650312,1/11/2016,0911,SIMPLE ASSAULT,800 BLK SUNDOWN LN
201650314,1/11/2016,0918,DAMAGE PROPERTY,12500 BLK WARWICK BLVD
201600362,1/11/2016,0923,LEAVING THE SCENE,3800 BLK CHESTNUT AVE
201650315,1/11/2016,0925,BURGLARY/B & E,4100 BLK NEWSOME DR
201600363,1/11/2016,0943,LARCENY,600 BLK HARPERSVILLE RD
201650313,1/11/2016,1024,THEFT FROM BUILDING,300 BLK MARLBORO RD
201650311,1/11/2016,1100,"SEX ASSAULT, RAPE",0 BLK HOPKINS ST
201650316,1/11/2016,1103,DAMAGE PROPERTY,13100 BLK WARWICK BLVD
201600364,1/11/2016,1138,LARCENY,0 BLK BONITA DR
201600365,1/11/2016,1155,ALL OTHER OFFENSES,400 BLK INDUSTRIAL PARK DR
201650319,1/11/2016,1229,OBSCENE MATERIAL/PORNOGRAPHY,12200 BLK HORNSBY LN
201600366,1/11/2016,1234,FRAUD - IMPERSONATE,300 BLK HICKORY POINT BLVD
201600367,1/11/2016,1235,FRAUD/FALSE PRETENSES/SWINDLE,12000 BLK JEFFERSON AVE
201650318,1/11/2016,1245,SIMPLE ASSAULT,7100 BLK WARWICK BLVD
201650318,1/11/2016,1245,DAMAGE PROPERTY,7100 BLK WARWICK BLVD
201600368,1/11/2016,1314,DECEASED PERSON,300 BLK SPLIT RAIL CIR
201650320,1/11/2016,1345,LARCENY,1700 BLK IVY AVE
201600369,1/11/2016,1354,CPS REFERRAL,600 BLK MCLAW DR
201600370,1/11/2016,1425,FRAUD - IMPERSONATE,500 BLK ONANCOCK TRL
201600371,1/11/2016,1433,FRAUD/FALSE PRETENSES/SWINDLE,3700 BLK HUNTINGTON AVE
201650322,1/11/2016,1550,"SEX ASSAULT, RAPE",500 BLK COLONY RD
201600372,1/11/2016,1618,VEHICLE THEFT,1100 BLK 34TH ST
201600374,1/11/2016,1625,FRAUD - IMPERSONATE,0 BLK MORRISON AVE
201650324,1/11/2016,1656,DAMAGE PROPERTY,27TH ST / ROANOKE AVE
201650324,1/11/2016,1656,WEAPON OFFENSE,27TH ST / ROANOKE AVE
201600375,1/11/2016,1738,THEFT PARTS FROM VEHICLE,800 BLK CHAPIN WOOD DR
201650323,1/11/2016,1825,DRUG/NARCOTICS OFFENSES,2600 BLK JEFFERSON AVE
201650325,1/11/2016,1904,FORCIBLE FONDLING,300 BLK ROYAL SPRINGS CT
201650326,1/11/2016,1921,JUVENILE - RUNAWAY,7600 BLK ROANOKE AVE
201600377,1/11/2016,1946,LEAVING THE SCENE,13400 BLK WOODSIDE LN
201650328,1/11/2016,2134,SIMPLE ASSAULT,6000 BLK JEFFERSON AVE
201650327,1/11/2016,2157,STOLEN PROPERTY OFFENSES,1100 BLK JEBS PL
201650330,1/12/2016,0532,VEHICLE THEFT,1000 BLK OMNI BLVD
201650330,1/12/2016,0532,ROBBERY,1000 BLK OMNI BLVD
201650329,1/12/2016,0819,SEXUAL ASSAULT W/AN OBJECT,800 BLK ROAM CT
201600381,1/12/2016,0830,SIMPLE ASSAULT,500 BLK MCLAWHORNE DR
201650331,1/12/2016,0835,AGGRAVATED ASSAULT,300 BLK 30TH ST
201600382,1/12/2016,0844,DAMAGE PROPERTY,200 BLK KINGSWOOD DRIVE
201600383,1/12/2016,0905,FRAUD/FALSE PRETENSES/SWINDLE,0 BLK INDIAN SPRINGS DR
201600384,1/12/2016,0942,DAMAGE PROPERTY,900 BLK 74TH ST
201650333,1/12/2016,0946,FORGERY/COUNTERFEITING,400 BLK DENBIGH BLVD
201600386,1/12/2016,0947,FRAUD - IMPERSONATE,0 BLK MCKINLEY DR
201600385,1/12/2016,0948,UNAUTHORIZED USE OF VEHICLE,100 BLK ANNETTE CT
201600388,1/12/2016,1014,LARCENY,500 BLK MCLAWHORNE DR
201650334,1/12/2016,1030,DAMAGE PROPERTY,700 BLK TAMARA PATH
201600390,1/12/2016,1116,DAMAGE PROPERTY,0 BLK MARVIN DR
201600391,1/12/2016,1125,LEAVING THE SCENE,0 BLK NUTMEG QUARTER PL
201600392,1/12/2016,1145,LARCENY,800 BLK DILIGENCE DR
201600407,1/12/2016,1152,SIMPLE ASSAULT,100 BLK DELMAR LN
201650336,1/12/2016,1153,AGGRAVATED ASSAULT,100 BLK DELMAR LN
201600393,1/12/2016,1158,OBSCENE MATERIAL/PORNOGRAPHY,1200 BLK AVONDALE LN
201650338,1/12/2016,1211,FORGERY/COUNTERFEITING,3100 BLK JEFFERSON AVE
201650339,1/12/2016,1217,INTIMIDATION,1700 BLK CHESTNUT AVE
201600396,1/12/2016,1242,FRAUD/FALSE PRETENSES/SWINDLE,13300 BLK WARWICK BLVD
201600397,1/12/2016,1252,FRAUD - IMPERSONATE,200 BLK CITIZENS LN
201600398,1/12/2016,1314,LARCENY,ELLEN RD / TEMPLE LN
201600399,1/12/2016,1332,FRAUD-ILLEGAL USE CREDIT CARD/ATM,200 BLK EASTWOOD DR
201600400,1/12/2016,1338,INTIMIDATION,12600 BLK MCMANUS BLVD
201600401,1/12/2016,1340,INTIMIDATION,100 BLK CANDLEWOOD WAY
201600402,1/12/2016,1348,THEFT FROM BUILDING,4100 BLK WILLIAM STYRON SQ N
201650337,1/12/2016,1554,DECEASED PERSON,10700 BLK JEFFERSON AVE
201600408,1/12/2016,1615,INTIMIDATION,12300 BLK JEFFERSON AVE
201650343,1/12/2016,1640,LEAVING THE SCENE,1000 BLK WILLOW GREEN DR
201650341,1/12/2016,1643,DAMAGE PROPERTY,1500 BLK ROANOKE AVE
201650340,1/12/2016,1649,FORGERY/COUNTERFEITING,10800 BLK WARWICK BLVD
201600409,1/12/2016,1738,STOLEN PROPERTY OFFENSES,18TH ST / PETERSON PL
201600410,1/12/2016,1748,LARCENY,10800 BLK WARWICK BLVD
201650344,1/12/2016,1826,ROBBERY,11000 BLK WARWICK BLVD
201600411,1/12/2016,1843,SHOPLIFTING,2600 BLK JEFFERSON AVE
201600412,1/12/2016,1858,DRUG/NARCOTICS OFFENSES,13200 BLK WARWICK BLVD
201600412,1/12/2016,1858,KIDNAP/ABDUCTION,13200 BLK WARWICK BLVD
201650345,1/12/2016,1949,SIMPLE ASSAULT,100 BLK GRETNA WAY
201600414,1/12/2016,2027,TAMPERING WITH AUTO,200 BLK N HUNT CLUB RUN
201600415,1/12/2016,2045,THEFT FROM BUILDING,15600 BLK WARWICK BLVD
201650347,1/12/2016,2049,SIMPLE ASSAULT,0 BLK CHRISTIAN ST
201600416,1/12/2016,2235,THEFT FROM VEHICLE,500 BLK KNOLLS DR
201650349,1/12/2016,2238,BURGLARY/B & E,1600 BLK PETERSON PL
